schema_version,id,app_name,category,website,description,auth_methods,access_model,api_available,api_types,api_breadth,mcp_available,mcp_notes,buildability,primary_blocker,buildability_rationale,evidence,research_confidence,verification_status,verification_notes,researched_at,run_id
1.0,11,Zendesk,2. Support and Helpdesk,http://zendesk.com/,unknown,"[""unknown""]",unknown,unknown,"[""unknown""]",unknown,unknown,unknown,unknown,unknown,unknown,[],unknown,needs_verification,"[""missing_field_evidence"", ""quote_not_found"", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 verified-only view: unchecked claims explicitly unknown; see claim-verification.json and frozen first pass.""]",2026-09-16T17:16:48.085280+00:00,stage03-verification-pattern-analysis
1.0,12,Intercom,2. Support and Helpdesk,http://intercom.com/,unknown,"[""unknown""]",unknown,unknown,"[""unknown""]",unknown,unknown,unknown,unknown,unknown,unknown,[],unknown,needs_verification,"[""missing_field_evidence"", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 verified-only view: unchecked claims explicitly unknown; see claim-verification.json and frozen first pass.""]",2026-09-16T17:16:46.720384+00:00,stage03-verification-pattern-analysis
1.0,13,Freshdesk,2. Support and Helpdesk,http://freshdesk.com/,unknown,"[""unknown""]",unknown,unknown,"[""rest""]",unknown,unknown,unknown,unknown,unknown,unknown,"[{""evidence_id"": ""human-report-013:api_types-1"", ""field"": ""api_types"", ""claim"": ""[\""rest\""]"", ""url"": ""https://developers.freshdesk.com/api/"", ""final_url"": ""https://developers.freshdesk.com/api/"", ""source_kind"": ""official"", ""retrieved_at"": """", ""content_sha256"": """", ""quote"": """", ""supports_claim"": ""yes""}]",medium,needs_verification,"[""missing_field_evidence"", ""negative_without_explicit_evidence"", ""quote_not_found"", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 verified-only view: unchecked claims explicitly unknown; see claim-verification.json and frozen first pass.""]",2026-09-16T17:16:47.438808+00:00,stage03-verification-pattern-analysis
1.0,14,Front,2. Support and Helpdesk,http://front.com/,unknown,"[""unknown""]",admin_approval,yes,"[""unknown""]",unknown,unknown,unknown,unknown,unknown,unknown,"[{""evidence_id"": ""human-report-014:access_model-1"", ""field"": ""access_model"", ""claim"": ""admin_approval"", ""url"": ""https://dev.frontapp.com/docs/authentication"", ""final_url"": ""https://dev.frontapp.com/docs/authentication"", ""source_kind"": ""official"", ""retrieved_at"": """", ""content_sha256"": """", ""quote"": """", ""supports_claim"": ""yes""}, {""evidence_id"": ""human-report-014:access_model-2"", ""field"": ""access_model"", ""claim"": ""admin_approval"", ""url"": ""https://dev.frontapp.com/docs/create-and-revoke-api-tokens"", ""final_url"": ""https://dev.frontapp.com/docs/create-and-revoke-api-tokens"", ""source_kind"": ""official"", ""retrieved_at"": """", ""content_sha256"": """", ""quote"": """", ""supports_claim"": ""yes""}, {""evidence_id"": ""human-report-014:access_model-3"", ""field"": ""access_model"", ""claim"": ""admin_approval"", ""url"": ""https://dev.frontapp.com/docs/oauth"", ""final_url"": ""https://dev.frontapp.com/docs/oauth"", ""source_kind"": ""official"", ""retrieved_at"": """", ""content_sha256"": """", ""quote"": """", ""supports_claim"": ""yes""}, {""evidence_id"": ""human-report-014:api_available-1"", ""field"": ""api_available"", ""claim"": ""yes"", ""url"": ""https://dev.frontapp.com/docs/authentication"", ""final_url"": ""https://dev.frontapp.com/docs/authentication"", ""source_kind"": ""official"", ""retrieved_at"": """", ""content_sha256"": """", ""quote"": """", ""supports_claim"": ""yes""}, {""evidence_id"": ""human-report-014:api_available-2"", ""field"": ""api_available"", ""claim"": ""yes"", ""url"": ""https://dev.frontapp.com/docs/core-api-getting-started"", ""final_url"": ""https://dev.frontapp.com/docs/core-api-getting-started"", ""source_kind"": ""official"", ""retrieved_at"": """", ""content_sha256"": """", ""quote"": """", ""supports_claim"": ""yes""}]",medium,needs_verification,"[""missing_field_evidence"", ""quote_not_found"", ""Stage03 correction: Front provides a self-service developer path, but using account-level API credentials is permission-gated. The official API-token documentation states that a user must be an admin to create or manage API tokens. The OAuth documentation also states that end users authorizing OAuth apps must be admins, except for Front's MCP server, which uses user-scoped tokens and can be authorized by any teammate. Public integrations must use OAuth unless Front grants an exception. The inspected sources do not establish a paid-plan or sales gate for ordinary Core API access, so the access model is best classified as admin_approval rather than self_serve_paid or sales_gated."", ""Stage03 correction: Front explicitly exposes a Core API for external integrations. The official documentation shows authenticated requests to https://api2.frontapp.com/, including creating and updating Front resources, and states that API tokens can be used for integrations or scripts that make programmatic updates through the API. This directly establishes an inbound developer API."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 verified-only view: unchecked claims explicitly unknown; see claim-verification.json and frozen first pass.""]",2026-09-16T17:17:03.303209+00:00,stage03-verification-pattern-analysis
1.0,15,Pylon,2. Support and Helpdesk,http://usepylon.com/,unknown,"[""unknown""]",unknown,unknown,"[""unknown""]",unknown,unknown,unknown,unknown,unknown,unknown,[],unknown,needs_verification,"[""missing_field_evidence"", ""quote_not_found"", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 verified-only view: unchecked claims explicitly unknown; see claim-verification.json and frozen first pass.""]",2026-09-16T17:16:59.656327+00:00,stage03-verification-pattern-analysis
1.0,16,LiveAgent,2. Support and Helpdesk,http://liveagent.com/,unknown,"[""unknown""]",unknown,unknown,"[""unknown""]",unknown,unknown,unknown,unknown,unknown,unknown,[],unknown,needs_verification,"[""missing_field_evidence"", ""quote_not_found"", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 verified-only view: unchecked claims explicitly unknown; see claim-verification.json and frozen first pass.""]",2026-09-16T17:17:02.410426+00:00,stage03-verification-pattern-analysis
1.0,17,Plain,2. Support and Helpdesk,http://plain.com/,unknown,"[""unknown""]",unknown,unknown,"[""unknown""]",unknown,unknown,unknown,unknown,unknown,unknown,[],unknown,needs_verification,"[""missing_field_evidence"", ""quote_not_found"", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 verified-only view: unchecked claims explicitly unknown; see claim-verification.json and frozen first pass.""]",2026-09-16T17:17:18.213745+00:00,stage03-verification-pattern-analysis
1.0,18,Help Scout,2. Support and Helpdesk,http://helpscout.com/,unknown,"[""unknown""]",unknown,unknown,"[""unknown""]",unknown,unknown,unknown,unknown,unknown,unknown,[],unknown,needs_verification,"[""low_confidence"", ""missing_field_evidence"", ""quote_not_found"", ""Stage03 verified-only view: unchecked claims explicitly unknown; see claim-verification.json and frozen first pass.""]",2026-09-16T17:17:07.998012+00:00,stage03-verification-pattern-analysis
1.0,19,Gorgias,2. Support and Helpdesk,http://gorgias.com/,unknown,"[""unknown""]",unknown,unknown,"[""unknown""]",unknown,unknown,unknown,unknown,unknown,unknown,[],unknown,needs_verification,"[""missing_field_evidence"", ""quote_not_found"", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 verified-only view: unchecked claims explicitly unknown; see claim-verification.json and frozen first pass.""]",2026-09-16T17:17:28.581635+00:00,stage03-verification-pattern-analysis
1.0,20,Gladly,2. Support and Helpdesk,http://gladly.com/,unknown,"[""unknown""]",unknown,unknown,"[""unknown""]",unknown,unknown,unknown,unknown,unknown,unknown,[],unknown,needs_verification,"[""missing_field_evidence"", ""quote_not_found"", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 verified-only view: unchecked claims explicitly unknown; see claim-verification.json and frozen first pass.""]",2026-09-16T17:17:44.222054+00:00,stage03-verification-pattern-analysis
1.0,21,Slack,3. Communications and Messaging,http://slack.com/,unknown,"[""unknown""]",unknown,unknown,"[""unknown""]",unknown,unknown,unknown,unknown,unknown,unknown,[],unknown,needs_verification,"[""missing_field_evidence"", ""quote_not_found"", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 correction: Unchecked first-pass claim withheld from verified view. No independent Stage03 source judgment exists for this field; retain original as a research lead, not verified truth."", ""Stage03 verified-only view: unchecked claims explicitly unknown; see claim-verification.json and frozen first pass.""]",2026-09-16T17:17:30.227166+00:00,stage03-verification-pattern-analysis
