schema_version,id,app_name,category,website,description,auth_methods,access_model,api_available,api_types,api_breadth,mcp_available,mcp_notes,buildability,primary_blocker,buildability_rationale,evidence,research_confidence,verification_status,verification_notes,researched_at,run_id
1.0,24,Lark (Larksuite),3. Communications and Messaging,http://open.larksuite.com/,unknown,"[""unknown""]",unknown,unknown,"[""unknown""]",unknown,unknown,unknown,unknown,unknown,unknown,[],low,needs_verification,"[""low_confidence"", ""no_usable_official_source""]",2026-09-16T17:17:46.790835+00:00,stage02-full-fallback-20260916
1.0,25,Pumble,3. Communications and Messaging,http://pumble.com/,unknown,"[""unknown""]",unknown,unknown,"[""rest""]",unknown,unknown,unknown,unknown,unknown,unknown,"[{""evidence_id"": ""e5"", ""field"": ""api_types"", ""claim"": ""rest"", ""url"": ""https://pumble.com/help/integrations/automation-workflow-integrations/api-keys-integration/"", ""final_url"": ""https://pumble.com/help/integrations/automation-workflow-integrations/api-keys-integration/"", ""source_kind"": ""official"", ""retrieved_at"": ""2026-09-16T17:17:45.915875+00:00"", ""content_sha256"": ""58c537feac7bcabd36c72ae71c5c38ca8bb114c38757c270037667effcf7e39c"", ""quote"": ""This addon lets you generate an API key that allows you to send messages, reactions, and more via simple HTTP requests."", ""supports_claim"": ""yes""}]",low,needs_verification,"[""missing_field_evidence"", ""negative_without_explicit_evidence"", ""quote_not_found""]",2026-09-16T17:18:06.558307+00:00,stage02-full-fallback-20260916
1.0,26,Discord,3. Communications and Messaging,http://discord.com/,"Discord provides OAuth2 authentication flows including authorization code grant, implicit grant, client credentials, and special Discord flows for Bots and Webhooks. It supports various OAuth2 scopes for accessing user data and bot functionalities.","[""oauth2"", ""basic""]",self_serve_free,yes,"[""rest""]",unknown,official,unknown,unknown,unknown,unknown,"[{""evidence_id"": ""e1"", ""field"": ""description"", ""claim"": ""Discord provides OAuth2 authentication flows including authorization code grant, implicit grant, client credentials, and special Discord flows for Bots and Webhooks. It supports various OAuth2 scopes for accessing user data and bot functionalities."", ""url"": ""https://docs.discord.com/developers/topics/oauth2"", ""final_url"": ""https://docs.discord.com/developers/topics/oauth2"", ""source_kind"": ""official"", ""retrieved_at"": ""2026-09-16T17:17:46.806704+00:00"", ""content_sha256"": ""34f3c66b77630ef7effe1cb39b426cdf006e3dcfc6d67bd79c1cd0721ce84516"", ""quote"": ""OAuth2 enables application developers to build applications that utilize authentication and data from the Discord API. Within Discord, there are multiple types of OAuth2 authentication. We support the authorization code grant, the implicit grant, client credentials, and some modified special-for-Discord flows for Bots and Webhooks."", ""supports_claim"": ""yes""}, {""evidence_id"": ""e2"", ""field"": ""auth_methods"", ""claim"": ""oauth2"", ""url"": ""https://docs.discord.com/developers/topics/oauth2"", ""final_url"": ""https://docs.discord.com/developers/topics/oauth2"", ""source_kind"": ""official"", ""retrieved_at"": ""2026-09-16T17:17:46.806704+00:00"", ""content_sha256"": ""34f3c66b77630ef7effe1cb39b426cdf006e3dcfc6d67bd79c1cd0721ce84516"", ""quote"": ""OAuth2 enables application developers to build applications that utilize authentication and data from the Discord API."", ""supports_claim"": ""yes""}, {""evidence_id"": ""e3"", ""field"": ""auth_methods"", ""claim"": ""basic"", ""url"": ""https://docs.discord.com/developers/topics/oauth2"", ""final_url"": ""https://docs.discord.com/developers/topics/oauth2"", ""source_kind"": ""official"", ""retrieved_at"": ""2026-09-16T17:17:46.806704+00:00"", ""content_sha256"": ""34f3c66b77630ef7effe1cb39b426cdf006e3dcfc6d67bd79c1cd0721ce84516"", ""quote"": ""All calls to the OAuth2 endpoints require either HTTP Basic authentication or client_id and client_secret supplied in the form data body."", ""supports_claim"": ""yes""}, {""evidence_id"": ""e4"", ""field"": ""access_model"", ""claim"": ""self_serve_free"", ""url"": ""https://docs.discord.com/developers/topics/oauth2"", ""final_url"": ""https://docs.discord.com/developers/topics/oauth2"", ""source_kind"": ""official"", ""retrieved_at"": ""2026-09-16T17:17:46.806704+00:00"", ""content_sha256"": ""34f3c66b77630ef7effe1cb39b426cdf006e3dcfc6d67bd79c1cd0721ce84516"", ""quote"": ""The first step in implementing OAuth2 is registering a developer application and retrieving your client ID and client secret."", ""supports_claim"": ""yes""}, {""evidence_id"": ""e5"", ""field"": ""api_available"", ""claim"": ""yes"", ""url"": ""https://docs.discord.com/developers/topics/oauth2"", ""final_url"": ""https://docs.discord.com/developers/topics/oauth2"", ""source_kind"": ""official"", ""retrieved_at"": ""2026-09-16T17:17:46.806704+00:00"", ""content_sha256"": ""34f3c66b77630ef7effe1cb39b426cdf006e3dcfc6d67bd79c1cd0721ce84516"", ""quote"": ""OAuth2 enables application developers to build applications that utilize authentication and data from the Discord API."", ""supports_claim"": ""yes""}, {""evidence_id"": ""e6"", ""field"": ""api_types"", ""claim"": ""rest"", ""url"": ""https://docs.discord.com/developers/topics/oauth2"", ""final_url"": ""https://docs.discord.com/developers/topics/oauth2"", ""source_kind"": ""official"", ""retrieved_at"": ""2026-09-16T17:17:46.806704+00:00"", ""content_sha256"": ""34f3c66b77630ef7effe1cb39b426cdf006e3dcfc6d67bd79c1cd0721ce84516"", ""quote"": ""Authorization URL Example https://discord.com/oauth2/authorize?response_type=code&client_id=157730590492196864&scope=identify%20guilds.join&state=15773059ghq9183habn&redirect_uri=https%3A%2F%2Fnicememe.website&prompt=consent&integration_type=0"", ""supports_claim"": ""yes""}, {""evidence_id"": ""e8"", ""field"": ""mcp_available"", ""claim"": ""official"", ""url"": ""https://docs.discord.com/developers/topics/oauth2"", ""final_url"": ""https://docs.discord.com/developers/topics/oauth2"", ""source_kind"": ""official"", ""retrieved_at"": ""2026-09-16T17:17:46.806704+00:00"", ""content_sha256"": ""34f3c66b77630ef7effe1cb39b426cdf006e3dcfc6d67bd79c1cd0721ce84516"", ""quote"": ""Developer Portal Developer Portal Search... Navigation API Reference OAuth2 Home Bots & Companion Apps Social SDK Activities Guides Change Log Reference Developer Portal API & SDK Reference Developer Community API Reference"", ""supports_claim"": ""yes""}]",low,needs_verification,"[""missing_field_evidence"", ""quote_not_found""]",2026-09-16T17:18:05.068526+00:00,stage02-full-fallback-20260916
1.0,27,Telegram,3. Communications and Messaging,http://core.telegram.org/,unknown,"[""unknown""]",unknown,yes,"[""rest""]",unknown,unknown,unknown,unknown,unknown,unknown,"[{""evidence_id"": ""e4"", ""field"": ""api_available"", ""claim"": ""The Telegram Bot API is available and documented at https://core.telegram.org/bots/api"", ""url"": ""https://core.telegram.org/bots/api"", ""final_url"": ""https://core.telegram.org/bots/api"", ""source_kind"": ""official"", ""retrieved_at"": ""2026-09-16T17:17:52.359837+00:00"", ""content_sha256"": ""5a18a7b049f8be4509bf79cf8bd1b8f8cca41c840b54ecc97c04d6c588908ce9"", ""quote"": ""Telegram Bot API The Bot API is an HTTP-based interface created for developers keen on building bots for Telegram."", ""supports_claim"": ""yes""}, {""evidence_id"": ""e5"", ""field"": ""api_types"", ""claim"": ""The Telegram Bot API is an HTTP-based RESTful API supporting GET and POST methods with parameters passed via URL query string, application/x-www-form-urlencoded, application/json, or multipart/form-data for file uploads."", ""url"": ""https://core.telegram.org/bots/api"", ""final_url"": ""https://core.telegram.org/bots/api"", ""source_kind"": ""official"", ""retrieved_at"": ""2026-09-16T17:17:52.359837+00:00"", ""content_sha256"": ""5a18a7b049f8be4509bf79cf8bd1b8f8cca41c840b54ecc97c04d6c588908ce9"", ""quote"": ""We support GET and POST HTTP methods. We support four ways of passing parameters in Bot API requests: URL query string application/x-www-form-urlencoded application/json (except for uploading files) multipart/form-data (use to upload files)"", ""supports_claim"": ""yes""}]",low,needs_verification,"[""missing_field_evidence"", ""negative_without_explicit_evidence"", ""quote_not_found"", ""raw_identity_mismatch"", ""unclear_claim_support""]",2026-09-16T17:18:10.893469+00:00,stage02-full-fallback-20260916
1.0,28,WhatsApp Business,3. Communications and Messaging,http://developers.facebook.com/docs/whatsapp,unknown,"[""unknown""]",self_serve_free,unknown,"[""rest""]","The API supports sending and receiving messages, managing WhatsApp Business accounts, webhook setup for message status notifications, group creation and management, and calling features.",unknown,unknown,unknown,unknown,unknown,"[{""evidence_id"": ""e3"", ""field"": ""access_model"", ""claim"": ""self_serve_free"", ""url"": ""https://developers.facebook.com/documentation/business-messaging/whatsapp/get-started"", ""final_url"": ""https://developers.facebook.com/documentation/business-messaging/whatsapp/get-started"", ""source_kind"": ""official"", ""retrieved_at"": ""2026-09-16T17:18:05.090149+00:00"", ""content_sha256"": ""c598a0a3889b1058b991da3a7e50513b1d7cbdb93ec5bb277d02c0558a6be746"", ""quote"": ""This guide helps developers quickly get started with the WhatsApp Cloud API. It covers the basic setup steps, including registering as a developer, creating a Meta app, sending your first message, and setting up a test webhook endpoint."", ""supports_claim"": ""yes""}, {""evidence_id"": ""e5"", ""field"": ""api_types"", ""claim"": ""rest"", ""url"": ""https://developers.facebook.com/documentation/business-messaging/whatsapp/get-started"", ""final_url"": ""https://developers.facebook.com/documentation/business-messaging/whatsapp/get-started"", ""source_kind"": ""official"", ""retrieved_at"": ""2026-09-16T17:18:05.090149+00:00"", ""content_sha256"": ""c598a0a3889b1058b991da3a7e50513b1d7cbdb93ec5bb277d02c0558a6be746"", ""quote"": ""curl 'https://graph.facebook.com/v23.0/<TEST_BUSINESS_PHONE_NUMBER_ID>/messages' \\ -H 'Content-Type: application/json' \\ -H 'Authorization: Bearer <SYSTEM_USER_ACCESS_TOKEN>' \\ -d ' { \""messaging_product\"": \""whatsapp\"", \""recipient_type\"": \""individual\"", \""to\"": \""<WHATSAPP_USER_PHONE_NUMBER>\"", \""type\"": \""text\"", \""text\"": { \""body\"": \""Hello!\"" } }' "", ""supports_claim"": ""yes""}, {""evidence_id"": ""e6"", ""field"": ""api_breadth"", ""claim"": ""The API supports sending and receiving messages, managing WhatsApp Business accounts, webhook setup for message status notifications, group creation and management, and calling features."", ""url"": ""https://developers.facebook.com/documentation/business-messaging/whatsapp/get-started"", ""final_url"": ""https://developers.facebook.com/documentation/business-messaging/whatsapp/get-started"", ""source_kind"": ""official"", ""retrieved_at"": ""2026-09-16T17:18:05.090149+00:00"", ""content_sha256"": ""c598a0a3889b1058b991da3a7e50513b1d7cbdb93ec5bb277d02c0558a6be746"", ""quote"": ""Beyond these basics, the API offers additional features such as group creation and management, as well as support for calling."", ""supports_claim"": ""yes""}]",low,needs_verification,"[""missing_field_evidence"", ""quote_not_found""]",2026-09-16T17:18:25.740078+00:00,stage02-full-fallback-20260916
1.0,29,Aircall,3. Communications and Messaging,http://aircall.io/,"Aircall is a next-gen business phone system providing a Public REST API that allows developers to retrieve and manage Aircall data with HTTP requests. It supports features such as user management, calls, campaigns, contacts, messages, webhooks, analytics, and integrations. The API is accessible over HTTPS and supports OAuth 2.0 and Basic Auth authentication methods.","[""oauth2"", ""basic""]",admin_approval,yes,"[""rest""]",unknown,unknown,unknown,unknown,unknown,unknown,"[{""evidence_id"": ""e1"", ""field"": ""description"", ""claim"": ""Aircall is a next-gen business phone system providing a Public REST API that allows developers to retrieve and manage Aircall data with HTTP requests. It supports features such as user management, calls, campaigns, contacts, messages, webhooks, analytics, and integrations. The API is accessible over HTTPS and supports OAuth 2.0 and Basic Auth authentication methods."", ""url"": ""https://developers.aircall.io/api-references"", ""final_url"": ""https://developers.aircall.io/api-references"", ""source_kind"": ""official"", ""retrieved_at"": ""2026-09-16T17:18:06.579065+00:00"", ""content_sha256"": ""18a38631688ec194d9362f64376dff4582ccd5a31ee09de44af4418786f6bd06"", ""quote"": ""Aircall Public API is a classic REST API. It can be used with any programming languages and offers a fast, reliable and secure access to an Aircall account information. The root endpoint of Aircall Public API is https://api.aircall.io/v1 . Please note that only HTTPS requests are valid as requests will communicate over SSL connection."", ""supports_claim"": ""yes""}, {""evidence_id"": ""e2"", ""field"": ""auth_methods"", ""claim"": ""Authentication can be done through OAuth or Basic Auth."", ""url"": ""https://developers.aircall.io/api-references"", ""final_url"": ""https://developers.aircall.io/api-references"", ""source_kind"": ""official"", ""retrieved_at"": ""2026-09-16T17:18:06.579065+00:00"", ""content_sha256"": ""18a38631688ec194d9362f64376dff4582ccd5a31ee09de44af4418786f6bd06"", ""quote"": ""Authentication Introduction With Aircall Public API, Authentication can be done through OAuth or Basic Auth."", ""supports_claim"": ""yes""}, {""evidence_id"": ""e4"", ""field"": ""api_available"", ""claim"": ""Aircall Public API is a classic REST API accessible over HTTPS."", ""url"": ""https://developers.aircall.io/api-references"", ""final_url"": ""https://developers.aircall.io/api-references"", ""source_kind"": ""official"", ""retrieved_at"": ""2026-09-16T17:18:06.579065+00:00"", ""content_sha256"": ""18a38631688ec194d9362f64376dff4582ccd5a31ee09de44af4418786f6bd06"", ""quote"": ""Aircall Public API is a classic REST API. It can be used with any programming languages and offers a fast, reliable and secure access to an Aircall account information."", ""supports_claim"": ""yes""}, {""evidence_id"": ""e5"", ""field"": ""api_types"", ""claim"": ""The API is a REST API."", ""url"": ""https://developers.aircall.io/api-references"", ""final_url"": ""https://developers.aircall.io/api-references"", ""source_kind"": ""official"", ""retrieved_at"": ""2026-09-16T17:18:06.579065+00:00"", ""content_sha256"": ""18a38631688ec194d9362f64376dff4582ccd5a31ee09de44af4418786f6bd06"", ""quote"": ""Aircall Public API is a classic REST API."", ""supports_claim"": ""yes""}, {""evidence_id"": ""stage03-human-029-access_model"", ""field"": ""access_model"", ""claim"": ""admin_approval"", ""url"": ""https://developers.aircall.io/api-references"", ""final_url"": ""https://developers.aircall.io/api-references"", ""source_kind"": ""official"", ""retrieved_at"": """", ""content_sha256"": """", ""quote"": """", ""supports_claim"": ""yes""}]",low,needs_verification,"[""missing_field_evidence"", ""quote_not_found"", ""Stage03 correction: Aircall API access is permission-gated at the company level. Integrations can only be enabled or installed by an Aircall Admin. Existing Aircall customers can create Basic Auth credentials for their own company from Company Settings > API Keys. For public or multi-company integrations, Aircall requires OAuth, and developers must obtain client_id and client_secret from Aircall after submitting the partner/OAuth setup form. Marketplace listing also requires OAuth. The inspected source does not establish a universal paid-plan gate for ordinary API access, so admin_approval is the best overall access-model classification, with additional partner approval/provisioning for public integrations.""]",2026-09-16T17:18:25.405208+00:00,stage02-full-fallback-20260916
1.0,30,Vonage,3. Communications and Messaging,http://developer.vonage.com/,unknown,"[""unknown""]",self_serve_paid,unknown,"[""unknown""]",unknown,unknown,unknown,unknown,unknown,unknown,"[{""evidence_id"": ""e3"", ""field"": ""access_model"", ""claim"": ""Vonage APIs are accessible via self-serve paid model as users create accounts and obtain API keys and secrets from the dashboard."", ""url"": ""https://developer.vonage.com/en/getting-started/concepts/authentication"", ""final_url"": ""https://developer.vonage.com/en/getting-started/concepts/authentication"", ""source_kind"": ""official"", ""retrieved_at"": ""2026-09-16T17:18:10.910460+00:00"", ""content_sha256"": ""cc6ef7ca9389a62e7a1af033f130367e6451177f2592d3a5df8f0bb9cfb09002"", ""quote"": ""When you create a Vonage account, an API key and secret will be created for you. These are located in your account settings in the Vonage Dashboard."", ""supports_claim"": ""yes""}]",low,needs_verification,"[""missing_field_evidence"", ""mixed_unknown_enum"", ""quote_not_found""]",2026-09-16T17:18:24.341537+00:00,stage02-full-fallback-20260916
1.0,31,Google Ads,"4. Marketing, Ads, Email and Social",http://developers.google.com/google-ads,"The Google Ads API is a programmatic interface for managing Google Ads accounts and campaigns, suitable for large or complex setups. Typical uses include automated account management, custom reporting, ad management based on inventory, and Smart Bidding strategy management. It is recommended for developers comfortable with writing code and managing their own software infrastructure.","[""unknown""]",self_serve_paid,yes,"[""rest""]","The API supports managing accounts from the customer level down to the keyword level, including account management, reporting, ad management, bidding strategies, campaign creation, asset management, and more.",official,unknown,unknown,unknown,unknown,"[{""evidence_id"": ""e1"", ""field"": ""description"", ""claim"": ""The Google Ads API is a programmatic interface for managing Google Ads accounts and campaigns, suitable for large or complex setups. Typical uses include automated account management, custom reporting, ad management based on inventory, and Smart Bidding strategy management. It is recommended for developers comfortable with writing code and managing their own software infrastructure."", ""url"": ""https://developers.google.com/google-ads/api/docs/get-started/introduction"", ""final_url"": ""https://developers.google.com/google-ads/api/docs/get-started/introduction"", ""source_kind"": ""official"", ""retrieved_at"": ""2026-09-16T17:18:24.358252+00:00"", ""content_sha256"": ""bc9ed31fd1d776dab71ea68c79aca75cec20cb1d70db89bb9c6aeb24e4909af1"", ""quote"": ""The Google Ads API is a programmatic interface for managing Google Ads accounts and campaigns, suitable for large or complex setups. Typical uses of the Google Ads API include automated account management, custom reporting, ad management based on inventory, and Smart Bidding strategy management. The Google Ads API is recommended for developers comfortable with writing code and managing their own software infrastructure."", ""supports_claim"": ""yes""}, {""evidence_id"": ""e3"", ""field"": ""access_model"", ""claim"": ""The Google Ads API is self-serve paid access, requiring a Google Cloud project with OAuth credentials and API access levels managed in Google Cloud Console."", ""url"": ""https://developers.google.com/google-ads/api/docs/api-policy/developer-token"", ""final_url"": ""https://developers.google.com/google-ads/api/docs/api-policy/developer-token"", ""source_kind"": ""official"", ""retrieved_at"": ""2026-09-16T17:18:25.705648+00:00"", ""content_sha256"": ""41bd00007a2bb4cf7c0495232fce70e3d90ed008dde5484476f7bd1c8994c042"", ""quote"": ""API access levels are associated with Google Cloud projects We sunset developer tokens on September 9, 2026. Your current and active developer token access level has been automatically transferred to your Google Cloud projects based on recent API activity. You can continue sending developer tokens in your API call headers, but this is optional and ignored by the API servers. Your existing code will continue working without any changes. Your API access levels are now determined by the Google Cloud project you used to generate your OAuth credentials. If your app uses the user authentication workflow , then this is the project that owns your OAuth client ID and secret. If you use the service account workflow , then this is the project that owns your service account."", ""supports_claim"": ""yes""}, {""evidence_id"": ""e4"", ""field"": ""api_available"", ""claim"": ""The Google Ads API is available and supports REST API calls."", ""url"": ""https://developers.google.com/google-ads/api/docs/get-started/introduction"", ""final_url"": ""https://developers.google.com/google-ads/api/docs/get-started/introduction"", ""source_kind"": ""official"", ""retrieved_at"": ""2026-09-16T17:18:24.358252+00:00"", ""content_sha256"": ""bc9ed31fd1d776dab71ea68c79aca75cec20cb1d70db89bb9c6aeb24e4909af1"", ""quote"": ""REST API Introduction Authorization with rest SearchStream & search Best practices Retrieving information efficiently Mutating information efficiently Advanced information retrieval"", ""supports_claim"": ""yes""}, {""evidence_id"": ""e5"", ""field"": ""api_types"", ""claim"": ""The API supports REST calls."", ""url"": ""https://developers.google.com/google-ads/api/docs/get-started/introduction"", ""final_url"": ""https://developers.google.com/google-ads/api/docs/get-started/introduction"", ""source_kind"": ""official"", ""retrieved_at"": ""2026-09-16T17:18:24.358252+00:00"", ""content_sha256"": ""bc9ed31fd1d776dab71ea68c79aca75cec20cb1d70db89bb9c6aeb24e4909af1"", ""quote"": ""REST API Introduction Authorization with rest SearchStream & search Best practices Retrieving information efficiently Mutating information efficiently Advanced information retrieval"", ""supports_claim"": ""yes""}, {""evidence_id"": ""e6"", ""field"": ""api_breadth"", ""claim"": ""The API supports managing accounts from the customer level down to the keyword level, including account management, reporting, ad management, bidding strategies, campaign creation, asset management, and more."", ""url"": ""https://developers.google.com/google-ads/api/docs/get-started/introduction"", ""final_url"": ""https://developers.google.com/google-ads/api/docs/get-started/introduction"", ""source_kind"": ""official"", ""retrieved_at"": ""2026-09-16T17:18:24.358252+00:00"", ""content_sha256"": ""bc9ed31fd1d776dab71ea68c79aca75cec20cb1d70db89bb9c6aeb24e4909af1"", ""quote"": ""You can build software that manages accounts from the customer level down to the keyword level. Some typical use cases include: Automated account management Custom reporting Ad management based on inventory Smart Bidding strategy management"", ""supports_claim"": ""yes""}, {""evidence_id"": ""e7"", ""field"": ""mcp_available"", ""claim"": ""Google provides an official Google Ads MCP server and developer assistant tools to facilitate API usage and management."", ""url"": ""https://developers.google.com/google-ads/api/docs/get-started/introduction"", ""final_url"": ""https://developers.google.com/google-ads/api/docs/get-started/introduction"", ""source_kind"": ""official"", ""retrieved_at"": ""2026-09-16T17:18:24.358252+00:00"", ""content_sha256"": ""bc9ed31fd1d776dab71ea68c79aca75cec20cb1d70db89bb9c6aeb24e4909af1"", ""quote"": ""Google Ads MCP server Google Ads API agent skills Google Ads API Explorer Google Ads Query Builder Google Ads Query Validator Authentication and authorization Overview"", ""supports_claim"": ""yes""}]",low,needs_verification,"[""missing_field_evidence"", ""quote_not_found""]",2026-09-16T17:18:55.853301+00:00,stage02-full-fallback-20260916
1.0,32,Meta Ads,"4. Marketing, Ads, Email and Social",http://developers.facebook.com/docs/marketing-apis,unknown,"[""unknown""]",unknown,yes,"[""rest""]",unknown,unknown,unknown,unknown,unknown,unknown,"[{""evidence_id"": ""stage03-human-032-api_available-1"", ""field"": ""api_available"", ""claim"": ""yes"", ""url"": ""https://developers.facebook.com/documentation/ads-commerce/marketing-api"", ""final_url"": ""https://developers.facebook.com/documentation/ads-commerce/marketing-api"", ""source_kind"": ""official"", ""retrieved_at"": """", ""content_sha256"": """", ""quote"": """", ""supports_claim"": ""yes""}, {""evidence_id"": ""stage03-human-032-api_available-2"", ""field"": ""api_available"", ""claim"": ""yes"", ""url"": ""https://developers.facebook.com/documentation/ads-commerce/marketing-api/overview"", ""final_url"": ""https://developers.facebook.com/documentation/ads-commerce/marketing-api/overview"", ""source_kind"": ""official"", ""retrieved_at"": """", ""content_sha256"": """", ""quote"": """", ""supports_claim"": ""yes""}, {""evidence_id"": ""stage03-human-032-api_types-1"", ""field"": ""api_types"", ""claim"": ""[\""rest\""]"", ""url"": ""https://developers.facebook.com/documentation/ads-commerce/marketing-api"", ""final_url"": ""https://developers.facebook.com/documentation/ads-commerce/marketing-api"", ""source_kind"": ""official"", ""retrieved_at"": """", ""content_sha256"": """", ""quote"": """", ""supports_claim"": ""yes""}, {""evidence_id"": ""stage03-human-032-api_types-2"", ""field"": ""api_types"", ""claim"": ""[\""rest\""]"", ""url"": ""https://developers.facebook.com/documentation/ads-commerce/marketing-api/overview/rate-limiting"", ""final_url"": ""https://developers.facebook.com/documentation/ads-commerce/marketing-api/overview/rate-limiting"", ""source_kind"": ""official"", ""retrieved_at"": """", ""content_sha256"": """", ""quote"": """", ""supports_claim"": ""yes""}]",low,needs_verification,"[""missing_field_evidence"", ""quote_not_found"", ""raw_identity_mismatch"", ""Stage03 correction: Meta explicitly documents the Marketing API as a developer API for automating advertising across Meta technologies. It supports programmatic creation and management of campaigns, ad sets, ads and creatives, as well as performance analysis and insights. This directly establishes that Meta exposes an inbound developer API for advertising integrations."", ""Stage03 correction: The Marketing API is implemented through Meta Graph API endpoints, but \""Graph API\"" is a product/API family name and does not mean GraphQL. The official documentation shows HTTP resource endpoints using methods such as GET and POST, including endpoints like POST /{ad-account-id}/ads, POST /{ad-account-id}/adsets, and POST /{ad-account-id}/campaigns. Under the assessment's protocol classification, this supports REST-style HTTP API access. The inspected sources do not establish GraphQL, so graphql should not be added.""]",2026-09-16T17:19:01.488186+00:00,stage02-full-fallback-20260916
1.0,33,LinkedIn Ads,"4. Marketing, Ads, Email and Social",http://learn.microsoft.com/linkedin/marketing,unknown,"[""unknown""]",unknown,unknown,"[""unknown""]",unknown,unknown,LinkedIn provides official Marketing API programs with tiered access (Development and Standard) and requires application and approval for access. Some APIs are open to all approved developers; others require additional qualification.,unknown,unknown,unknown,"[{""evidence_id"": ""e8"", ""field"": ""mcp_notes"", ""claim"": ""LinkedIn provides official Marketing API programs with tiered access (Development and Standard) and requires application and approval for access. Some APIs are open to all approved developers; others require additional qualification."", ""url"": ""https://learn.microsoft.com/en-us/linkedin/marketing/increasing-access?view=li-lms-2026-09"", ""final_url"": ""https://learn.microsoft.com/en-us/linkedin/marketing/increasing-access?view=li-lms-2026-09"", ""source_kind"": ""official"", ""retrieved_at"": ""2026-09-16T17:18:25.757970+00:00"", ""content_sha256"": ""13bef9bf100a07c6190e2a7466f6d7578998f16b731999a2cc95b571785d52ab"", ""quote"": ""The Advertising API and Community Management API each have two access tiers with different access criteria. All applications start with Development tier. You must apply separately to upgrade to the Standard tier."", ""supports_claim"": ""yes""}]",low,needs_verification,"[""missing_field_evidence"", ""quote_not_found""]",2026-09-16T17:18:50.712498+00:00,stage02-full-fallback-20260916
1.0,34,GoHighLevel,"4. Marketing, Ads, Email and Social",http://highlevel.stoplight.io/,unknown,"[""unknown""]",self_serve_paid,unknown,"[""unknown""]",unknown,official,unknown,unknown,unknown,unknown,"[{""evidence_id"": ""e3"", ""field"": ""access_model"", ""claim"": ""self_serve_paid"", ""url"": ""https://marketplace.gohighlevel.com/docs/Authorization/OAuth2.0/"", ""final_url"": ""https://marketplace.gohighlevel.com/docs/Authorization/OAuth2.0/"", ""source_kind"": ""official"", ""retrieved_at"": ""2026-09-16T17:18:50.729461+00:00"", ""content_sha256"": ""928ab560f08ae6470a5b1d86730bc50cb994b3aba4f6c79762cf60301c8b343c"", ""quote"": ""Go to the Marketplace and sign up for a developer account. Go to My Apps, click Create App. Fill in the following details: APP Name: Suitable name for the app. APP Type: Private or Public. Private Apps : For personal/internal use, not listed in the Marketplace. Public Apps : Visible and installable by all users once approved."", ""supports_claim"": ""yes""}, {""evidence_id"": ""e6"", ""field"": ""mcp_available"", ""claim"": ""official"", ""url"": ""https://marketplace.gohighlevel.com/docs/Authorization/OAuth2.0/"", ""final_url"": ""https://marketplace.gohighlevel.com/docs/Authorization/OAuth2.0/"", ""source_kind"": ""official"", ""retrieved_at"": ""2026-09-16T17:18:50.729461+00:00"", ""content_sha256"": ""928ab560f08ae6470a5b1d86730bc50cb994b3aba4f6c79762cf60301c8b343c"", ""quote"": ""Go to the Marketplace and sign up for a developer account. Go to My Apps, click Create App. Fill in the following details: APP Name: Suitable name for the app. APP Type: Private or Public. Private Apps : For personal/internal use, not listed in the Marketplace. Public Apps : Visible and installable by all users once approved."", ""supports_claim"": ""yes""}]",low,needs_verification,"[""missing_field_evidence"", ""quote_not_found""]",2026-09-16T17:19:11.454448+00:00,stage02-full-fallback-20260916
